post_id,platform,post_type,day_of_week,post_hour,hashtag_count,caption_length,followers_count,is_paid_promotion,ad_spend_usd,video_duration_sec,impressions,likes,comments,shares,total_engagements,engagement_rate_pct
273,TikTok,Reel/Short,Friday,10,12,287.0,64705,1,84.52,142,67474,2751,320,324,3395,5.49
274,TikTok,Video,Saturday,1,13,75.0,1971,0,0.0,23,2096,35,8,11,54,2.64
275,Twitter/X,Carousel,Monday,9,5,54.0,5540,0,0.0,0,1996,12,1,2,15,0.83
276,Twitter/X,Video,Thursday,9,14,99.0,7273,0,0.0,146,2032,22,5,4,31,1.87
277,LinkedIn,Image,Wednesday,10,4,283.0,8779,0,0.0,0,4174,15,1,1,17,0.48
278,Twitter/X,Image,Thursday,5,2,136.0,30155,0,0.0,0,4210,19,3,7,29,0.75
279,LinkedIn,Video,Tuesday,3,4,280.0,11038,0,0.0,67,6222,45,8,10,63,0.98
280,LinkedIn,Image,Friday,23,4,17.0,21107,0,0.0,0,4451,16,1,3,20,0.53
281,TikTok,Image,Friday,11,4,7.0,6711,0,0.0,0,4842,91,14,9,114,2.74
282,Facebook,Reel/Short,Sunday,10,2,228.0,17204,0,0.0,143,4602,73,12,18,103,2.17
283,Facebook,Reel/Short,Friday,22,14,179.0,31431,0,0.0,179,6706,63,11,11,85,1.55
284,Instagram,Text,Friday,22,2,94.0,5969,0,0.0,0,1944,17,1,6,24,1.41
285,Twitter/X,Reel/Short,Friday,12,3,245.0,31555,1,145.81,38,25350,575,94,190,859,3.14
286,Instagram,Image,Friday,4,6,39.0,14151,0,0.0,0,5728,80,5,20,105,1.83
287,Facebook,Reel/Short,Monday,5,11,18.0,42192,0,0.0,68,25329,275,53,99,427,1.61
288,Twitter/X,Image,Wednesday,0,11,199.0,10704,0,0.0,0,2497,28,2,3,33,1.75
289,Instagram,Reel/Short,Sunday,5,11,217.0,20320,0,0.0,85,15886,403,36,60,499,3.61
290,Twitter/X,Reel/Short,Friday,17,13,7.0,12776,0,0.0,70,9647,116,12,16,144,1.67
291,Instagram,Text,Sunday,21,1,183.0,12018,1,1.51,0,9029,119,19,11,149,1.94
292,Instagram,Reel/Short,Wednesday,8,9,44.0,17762,1,39.75,87,15356,378,72,119,569,3.18
293,TikTok,Carousel,Saturday,23,3,168.0,24112,0,0.0,0,12941,203,17,17,237,2.24
294,Facebook,Image,Friday,14,3,239.0,3379,0,0.0,0,747,5,0,1,6,1.2
295,Instagram,Video,Sunday,7,0,261.0,64666,0,0.0,174,84966,1570,211,496,2277,2.87
296,Twitter/X,Carousel,Thursday,18,9,120.0,1727,0,0.0,0,466,2,0,0,2,0.76
297,LinkedIn,Image,Sunday,23,7,56.0,6289,1,3.71,0,2876,19,2,1,22,0.94
298,Instagram,Carousel,Friday,15,0,146.0,12043,1,35.91,0,6500,114,14,9,137,2.74
299,Twitter/X,Reel/Short,Tuesday,5,7,90.0,21027,1,113.01,156,17015,218,29,24,271,1.61
300,Instagram,Image,Monday,5,6,50.0,75643,0,0.0,0,37067,641,73,143,857,2.61
301,Instagram,Text,Thursday,21,8,242.0,1730,0,0.0,0,617,8,1,1,10,1.96
302,Twitter/X,Reel/Short,Thursday,2,7,14.0,7642,1,36.9,129,4367,42,5,11,58,1.59
303,Twitter/X,Reel/Short,Tuesday,9,4,156.0,1287,1,44.03,45,1020,10,1,2,13,1.35
304,Twitter/X,Reel/Short,Friday,0,7,65.0,13832,1,66.39,23,11103,133,25,22,180,1.59
305,LinkedIn,Carousel,Monday,13,13,22.0,18013,0,0.0,0,9268,128,25,16,169,2.17
306,TikTok,Reel/Short,Thursday,3,14,90.0,76870,0,0.0,134,104016,3917,467,1045,5429,4.79
307,Twitter/X,Text,Monday,11,10,141.0,15255,0,0.0,0,3406,15,2,2,19,0.69
308,Facebook,Image,Thursday,5,9,234.0,42126,0,0.0,0,22647,181,15,26,222,1.08
309,LinkedIn,Video,Friday,10,11,132.0,25392,0,0.0,66,13320,119,19,31,169,1.17
310,Instagram,Text,Saturday,11,14,108.0,8276,0,0.0,0,3232,33,4,10,47,1.39
311,Facebook,Image,Thursday,9,11,190.0,2835,0,0.0,0,1307,9,1,2,12,0.89
312,Instagram,Carousel,Saturday,17,2,182.0,18078,0,0.0,0,13910,235,21,23,279,2.19
313,Instagram,Carousel,Thursday,6,14,10.0,2588,0,0.0,0,1872,43,6,8,57,2.9
314,TikTok,Image,Wednesday,6,9,40.0,55532,0,0.0,0,61289,493,91,53,637,1.26
315,TikTok,Carousel,Friday,10,6,285.0,11178,1,80.43,0,6917,155,18,56,229,3.4
316,LinkedIn,Text,Tuesday,3,11,18.0,49746,0,0.0,0,5025,27,4,3,34,0.76
317,Facebook,Video,Saturday,19,3,241.0,7877,0,0.0,177,4797,59,11,7,77,1.67
318,Instagram,Image,Tuesday,0,4,289.0,17957,1,54.95,0,6320,129,25,41,195,2.89
319,Instagram,Image,Friday,12,8,54.0,16819,1,49.57,0,12664,170,33,67,270,2.2
320,Instagram,Video,Sunday,17,6,265.0,12713,0,0.0,178,15971,338,24,83,445,2.76
321,Twitter/X,Reel/Short,Tuesday,8,3,114.0,8300,1,48.66,165,4630,53,9,4,66,1.45
322,LinkedIn,Image,Friday,23,5,201.0,20572,0,0.0,0,8956,49,8,10,67,0.82
323,LinkedIn,Carousel,Tuesday,23,9,256.0,4823,0,0.0,0,801,4,0,1,5,0.87
324,Instagram,Image,Saturday,8,13,92.0,3532,0,0.0,0,3689,57,6,15,78,2.56
325,TikTok,Video,Wednesday,22,10,30.0,52423,0,0.0,44,51068,1120,106,132,1358,3.39
326,LinkedIn,Reel/Short,Tuesday,8,6,266.0,29729,1,138.37,43,3978,46,3,5,54,1.58
327,Twitter/X,Text,Saturday,9,12,148.0,14364,1,26.14,0,3850,15,2,4,21,0.51
328,Twitter/X,Image,Thursday,1,9,64.0,83421,1,59.16,0,46824,394,46,99,539,1.36
329,Facebook,Video,Friday,5,12,272.0,9951,1,33.84,72,1875,24,1,6,31,1.83
330,Instagram,Image,Monday,14,8,79.0,57238,0,0.0,0,38628,521,63,87,671,1.83
331,Facebook,Video,Sunday,2,3,7.0,16205,1,254.18,89,13421,280,42,66,388,3.19
332,LinkedIn,Carousel,Monday,10,9,67.0,4327,1,154.3,0,411,2,0,0,2,0.82
333,Instagram,Image,Friday,5,2,240.0,102011,1,6.54,0,73107,435,31,67,533,0.8
334,Instagram,Image,Wednesday,2,7,233.0,39726,1,101.78,0,23124,332,29,80,441,1.87
335,Instagram,Video,Tuesday,23,14,279.0,11694,1,34.17,88,6620,136,23,16,175,2.99
336,Instagram,Reel/Short,Wednesday,10,0,22.0,29729,0,0.0,158,29706,395,30,39,464,1.78
337,TikTok,Reel/Short,Monday,14,8,84.0,8569,1,28.81,35,3069,51,8,16,75,2.53
338,LinkedIn,Image,Sunday,12,12,219.0,33258,1,21.82,0,17978,194,19,66,279,1.69
339,Facebook,Text,Saturday,19,0,175.0,962,1,67.13,0,91,0,0,0,0,1.17
340,Instagram,Video,Sunday,9,1,259.0,4351,0,0.0,116,2511,42,5,5,52,2.53
341,Facebook,Video,Friday,5,12,130.0,39229,0,0.0,76,18640,210,20,33,263,1.86
342,Facebook,Text,Friday,14,7,259.0,10151,1,98.87,0,1976,10,1,3,14,0.8
343,Instagram,Reel/Short,Wednesday,17,8,76.0,16785,0,0.0,20,10285,183,21,27,231,2.45
344,Facebook,Reel/Short,Saturday,17,6,42.0,3036,0,0.0,20,2711,44,5,13,62,2.27
345,Facebook,Carousel,Wednesday,6,2,208.0,101992,0,0.0,0,71616,372,75,64,511,0.85
346,Twitter/X,Video,Tuesday,14,6,176.0,49492,0,0.0,179,31087,121,10,43,174,0.59
347,Twitter/X,Text,Thursday,17,5,227.0,10713,0,0.0,0,2263,9,1,2,12,0.56
348,Instagram,Image,Saturday,17,1,221.0,8559,0,0.0,0,8803,138,27,12,177,2.37
349,Facebook,Carousel,Thursday,19,2,249.0,41463,0,0.0,0,35944,416,77,124,617,1.7
350,Twitter/X,Video,Sunday,8,10,195.0,118269,0,0.0,82,46366,618,67,69,754,1.8
351,Twitter/X,Carousel,Tuesday,23,12,186.0,38144,0,0.0,0,9888,36,8,5,49,0.61
352,TikTok,Image,Thursday,1,11,209.0,145653,0,0.0,0,43986,724,75,156,955,2.51
353,LinkedIn,Image,Monday,7,12,203.0,4843,0,0.0,0,1356,9,0,2,11,1.1
354,Instagram,Reel/Short,Sunday,19,9,169.0,5424,0,0.0,15,10323,161,14,29,204,2.5
355,Instagram,Image,Thursday,1,9,246.0,3612,0,0.0,0,2370,44,8,9,61,2.38
356,Twitter/X,Carousel,Tuesday,10,12,134.0,21718,1,67.42,0,10103,92,11,11,114,1.36
357,Instagram,Image,Thursday,6,11,231.0,16206,0,0.0,0,4373,108,21,8,137,3.51
358,Twitter/X,Image,Friday,5,14,126.0,11303,0,0.0,0,1892,7,0,1,8,0.51
359,TikTok,Image,Wednesday,9,4,48.0,32538,1,99.69,0,21890,461,106,116,683,3.46
360,Twitter/X,Image,Monday,4,9,200.0,51821,0,0.0,0,29084,188,40,54,282,1.0
361,Facebook,Reel/Short,Friday,10,3,,2494,1,67.56,9,1101,9,1,2,12,1.11
362,Twitter/X,Image,Friday,0,1,261.0,6928,1,67.21,0,3639,27,3,8,38,0.97
363,Facebook,Reel/Short,Tuesday,1,3,,32930,0,0.0,160,8305,98,19,20,137,1.76
364,Twitter/X,Carousel,Wednesday,23,11,276.0,7986,0,0.0,0,3498,36,7,2,45,1.55
365,TikTok,Video,Wednesday,0,7,13.0,5552,0,0.0,98,5400,155,17,36,208,3.84
366,Facebook,Carousel,Saturday,18,4,253.0,40961,0,0.0,0,36935,595,82,167,844,2.44
367,TikTok,Carousel,Sunday,1,4,205.0,3234,0,0.0,0,805,9,1,2,12,1.97
368,TikTok,Text,Monday,20,12,63.0,9587,0,0.0,0,2838,41,5,11,57,2.24
369,Instagram,Image,Sunday,19,11,144.0,19177,1,97.84,0,9544,231,42,39,312,3.58
370,Instagram,Video,Tuesday,22,11,123.0,7106,0,0.0,29,8457,102,9,13,124,1.99
371,Instagram,Reel/Short,Monday,20,9,45.0,31617,0,0.0,154,16878,381,56,100,537,3.24
372,Instagram,Reel/Short,Saturday,23,2,271.0,7145,1,278.2,101,2248,52,4,7,63,3.15
373,Instagram,Reel/Short,Thursday,3,12,12.0,62911,0,0.0,105,55793,1099,124,220,1443,2.8
374,LinkedIn,Video,Friday,11,7,187.0,11633,0,0.0,121,4195,23,2,5,30,0.89
375,Instagram,Text,Monday,21,5,138.0,27956,0,0.0,0,18880,134,26,28,188,1.03
376,Facebook,Video,Sunday,19,1,185.0,30352,0,0.0,74,32363,506,47,115,668,2.11
377,TikTok,Video,Friday,17,1,76.0,6698,1,26.5,83,6010,110,23,10,143,3.01
378,Instagram,Image,Tuesday,0,8,117.0,1395,0,0.0,0,1359,15,3,6,24,1.84
379,TikTok,Carousel,Sunday,0,12,111.0,19867,0,0.0,0,22517,573,85,164,822,3.78
380,Instagram,Image,Thursday,23,6,294.0,14465,0,0.0,0,5795,65,7,13,85,1.76
381,Instagram,Video,Tuesday,13,9,121.0,24622,0,0.0,18,35945,767,70,86,923,2.71
382,LinkedIn,Reel/Short,Thursday,3,8,124.0,10413,0,0.0,33,5216,56,7,5,68,1.51
383,Twitter/X,Image,Thursday,4,13,151.0,8320,1,10.67,0,2490,18,1,5,24,1.11
384,TikTok,Image,Friday,10,5,214.0,121700,1,127.4,0,108464,2241,312,343,2896,2.79
385,LinkedIn,Image,Tuesday,23,14,107.0,2644,0,0.0,0,655,1,0,0,1,0.35
386,TikTok,Reel/Short,Tuesday,22,4,128.0,29951,0,0.0,51,13338,252,26,50,328,3.02
387,Instagram,Carousel,Monday,12,11,249.0,7100,0,0.0,0,7737,74,12,19,105,1.48
388,Instagram,Video,Sunday,15,0,213.0,9233,0,0.0,16,10764,124,24,31,179,1.58
389,LinkedIn,Reel/Short,Tuesday,23,11,113.0,9425,0,0.0,46,5055,27,6,8,41,0.88
390,TikTok,Reel/Short,Monday,12,5,54.0,5520,0,0.0,8,4197,77,15,26,118,2.82
391,TikTok,Video,Wednesday,23,5,109.0,25042,0,0.0,88,35191,508,104,74,686,2.25
392,Facebook,Carousel,Wednesday,21,2,31.0,61679,0,0.0,0,10745,96,12,26,134,1.4
393,Facebook,Text,Wednesday,1,2,,22404,1,106.47,0,4027,29,5,2,36,0.98
394,LinkedIn,Carousel,Saturday,15,14,261.0,14968,1,1.25,0,3437,31,6,6,43,1.21
395,Facebook,Image,Tuesday,5,2,277.0,4513,0,0.0,0,629,2,0,0,2,0.61
396,TikTok,Reel/Short,Saturday,13,2,141.0,23588,0,0.0,39,27848,832,97,106,1035,4.1
397,TikTok,Carousel,Sunday,0,6,36.0,143198,1,12.11,0,144403,3340,389,547,4276,2.95
398,Facebook,Image,Tuesday,16,9,49.0,8788,0,0.0,0,5351,38,5,13,56,1.17
399,LinkedIn,Video,Monday,10,10,269.0,8834,1,160.18,151,5202,48,5,6,59,1.48
400,LinkedIn,Image,Saturday,18,1,34.0,7206,0,0.0,0,4120,33,5,6,44,1.21
401,Instagram,Image,Saturday,2,9,88.0,7798,0,0.0,0,4947,85,13,30,128,2.57
402,TikTok,Text,Sunday,10,12,170.0,652,0,0.0,0,402,2,0,0,2,0.93
403,Twitter/X,Image,Saturday,4,9,5.0,20858,1,33.59,0,11673,91,8,27,126,1.22
404,TikTok,Video,Thursday,16,1,253.0,5270,0,0.0,167,4259,91,18,31,140,3.4
405,Facebook,Carousel,Monday,21,2,265.0,2272,0,0.0,0,1730,26,2,3,31,2.16
406,TikTok,Image,Wednesday,6,9,67.0,30592,0,0.0,0,21144,462,36,55,553,2.79
407,Facebook,Reel/Short,Monday,9,11,168.0,4063,1,,30,1876,35,5,10,50,2.81
408,Instagram,Image,Thursday,10,6,205.0,9204,1,29.35,0,5764,98,14,32,144,2.81
409,TikTok,Video,Sunday,2,2,226.0,67042,1,16.53,70,78478,2447,184,204,2835,4.21
410,Instagram,Video,Sunday,19,6,156.0,2835,1,145.9,30,3739,95,12,16,123,3.88
411,Facebook,Image,Tuesday,9,8,136.0,2475,0,0.0,0,775,4,0,0,4,0.95
412,TikTok,Image,Monday,9,10,118.0,17966,0,0.0,0,14030,202,33,65,300,2.17
413,TikTok,Text,Sunday,13,9,221.0,47308,0,0.0,0,43858,1098,127,198,1423,3.36
414,Twitter/X,Reel/Short,Saturday,11,11,200.0,2364,0,0.0,34,2087,16,1,5,22,1.05
415,Twitter/X,Image,Sunday,14,14,285.0,20919,1,62.37,0,4792,42,6,14,62,1.22
416,Facebook,Carousel,Sunday,9,10,206.0,25313,1,76.24,0,6767,52,10,16,78,1.17
417,Instagram,Text,Sunday,9,3,139.0,1387,0,0.0,0,692,5,0,1,6,1.23
418,Facebook,Reel/Short,Sunday,18,6,238.0,32155,0,0.0,105,21401,220,46,45,311,1.65
419,LinkedIn,Video,Wednesday,0,8,145.0,35040,1,15.91,140,3889,34,4,2,40,1.11
420,LinkedIn,Video,Wednesday,23,13,200.0,9480,0,0.0,15,2566,10,1,2,13,0.58
421,LinkedIn,Video,Tuesday,9,7,47.0,52975,0,0.0,130,26399,201,46,40,287,1.26
422,LinkedIn,Text,Sunday,1,7,61.0,46634,0,0.0,0,12663,72,12,11,95,0.79
423,Instagram,Reel/Short,Monday,16,8,146.0,14964,0,0.0,98,12552,211,43,57,311,2.45
424,Facebook,Image,Thursday,23,13,214.0,8130,0,0.0,0,3075,30,3,5,38,1.25
425,Instagram,Video,Tuesday,6,4,76.0,4581,0,0.0,19,3695,59,10,15,84,2.1
426,Twitter/X,Reel/Short,Monday,6,13,228.0,12818,0,0.0,39,3669,38,6,7,51,1.64
427,Facebook,Reel/Short,Sunday,19,4,31.0,25002,1,42.33,43,19655,360,66,38,464,2.47
428,TikTok,Reel/Short,Friday,8,2,132.0,9352,0,0.0,28,2797,67,5,13,85,3.48
429,Facebook,Text,Sunday,21,4,110.0,1191,0,0.0,0,373,3,0,1,4,1.29
430,Instagram,Video,Wednesday,1,7,169.0,53937,1,149.2,47,29924,523,95,148,766,2.37
431,Instagram,Carousel,Thursday,13,11,219.0,16469,0,0.0,0,17087,305,28,39,372,2.52
432,LinkedIn,Carousel,Saturday,16,4,75.0,8799,0,0.0,0,3681,28,5,6,39,1.3
433,Twitter/X,Image,Thursday,0,3,208.0,34299,1,346.06,0,9712,65,11,21,97,0.92
434,Instagram,Carousel,Saturday,8,7,157.0,71474,0,0.0,0,15460,131,14,13,158,1.17
435,Instagram,Text,Thursday,19,6,71.0,612,1,10.83,0,179,1,0,0,1,1.52
436,LinkedIn,Image,Wednesday,20,14,94.0,21540,0,,0,9255,82,13,12,107,1.33
437,Instagram,Text,Saturday,18,13,264.0,2781,0,0.0,0,538,5,0,1,6,1.34
438,TikTok,Carousel,Monday,3,13,232.0,23133,0,0.0,0,7926,109,9,22,140,2.19
439,LinkedIn,Reel/Short,Saturday,7,5,83.0,15378,0,0.0,168,8274,70,5,6,81,1.11
440,Instagram,Image,Tuesday,12,4,100.0,26884,1,42.97,0,27702,326,32,94,452,1.94
441,Instagram,Image,Monday,3,13,250.0,7714,0,0.0,0,3470,50,6,5,61,2.33
442,TikTok,Carousel,Tuesday,8,4,276.0,1701,1,32.07,0,1306,14,1,3,18,1.77
443,Facebook,Image,Sunday,8,12,161.0,8140,1,103.24,0,5770,65,11,14,90,1.6
444,Facebook,Text,Thursday,21,9,120.0,20900,0,0.0,0,10100,54,8,11,73,0.74
445,TikTok,Text,Monday,17,1,22.0,40820,1,10.21,0,12585,68,12,6,86,0.8
446,TikTok,Image,Thursday,11,12,176.0,3681,0,0.0,0,3764,70,6,18,94,2.84
447,TikTok,Carousel,Sunday,9,14,20.0,41347,1,,0,40217,874,113,156,1143,2.85
448,LinkedIn,Carousel,Friday,10,3,244.0,6550,1,134.31,0,3493,27,3,5,35,1.26
449,Facebook,Video,Thursday,6,7,60.0,19904,0,0.0,142,9103,55,11,14,80,0.93
450,Instagram,Reel/Short,Sunday,8,7,83.0,7624,0,0.0,105,9870,143,28,40,211,2.39
451,LinkedIn,Reel/Short,Thursday,5,10,107.0,16323,0,0.0,142,9126,86,19,7,112,1.58
452,Twitter/X,Carousel,Sunday,18,0,288.0,35634,0,0.0,0,18324,298,24,33,355,2.43
453,Facebook,Text,Tuesday,15,1,197.0,3464,0,0.0,0,1163,2,0,0,2,0.35
454,TikTok,Video,Sunday,14,4,9.0,6323,0,0.0,91,3896,68,10,19,97,2.69
455,Instagram,Reel/Short,Saturday,6,8,110.0,16374,0,0.0,107,7008,175,30,38,243,3.28
456,Facebook,Carousel,Friday,15,9,282.0,187538,0,0.0,0,72543,545,86,173,804,1.19
457,Instagram,Text,Thursday,4,10,,5169,0,0.0,0,3059,33,4,8,45,1.44
458,Facebook,Reel/Short,Sunday,15,11,242.0,126013,0,0.0,122,76492,877,65,263,1205,1.56
459,Instagram,Image,Sunday,0,12,273.0,121159,0,0.0,0,96012,1447,254,272,1973,2.27
460,Instagram,Reel/Short,Thursday,18,10,90.0,12003,1,16.38,167,14931,330,35,55,420,3.12
461,Instagram,Image,Friday,4,6,36.0,9624,0,0.0,0,2760,46,3,14,63,2.45
462,Twitter/X,Video,Friday,6,9,55.0,6239,0,0.0,86,2154,14,1,2,17,1.1
463,LinkedIn,Video,Sunday,18,4,83.0,12394,0,0.0,165,7650,78,14,14,106,1.32
464,Twitter/X,Reel/Short,Monday,21,0,190.0,2842,1,1.06,113,2841,42,5,5,52,2.11
465,TikTok,Reel/Short,Tuesday,4,14,178.0,12285,0,0.0,157,6408,120,21,36,177,2.42
466,Facebook,Text,Friday,16,14,110.0,69325,1,108.64,0,14282,104,20,18,142,0.96
467,Instagram,Text,Friday,21,5,67.0,6821,1,6.5,0,1302,6,1,0,7,0.77
468,TikTok,Carousel,Wednesday,7,11,80.0,10251,1,67.02,0,5050,68,14,20,102,2.11
469,Instagram,Reel/Short,Saturday,0,7,85.0,2056,1,44.84,178,1575,34,7,5,46,3.5
470,TikTok,Video,Friday,1,6,132.0,20160,0,0.0,143,18141,276,28,86,390,1.99
471,Instagram,Video,Tuesday,14,1,187.0,17870,0,0.0,48,7963,111,9,17,137,1.82
472,TikTok,Image,Saturday,19,11,247.0,14329,1,26.81,0,8529,228,36,59,323,3.79
473,Instagram,Text,Saturday,17,4,189.0,10524,1,9.49,0,5857,38,6,7,51,1.05
474,TikTok,Text,Thursday,10,13,,9681,1,79.87,0,6837,83,7,28,118,1.95
475,Twitter/X,Video,Thursday,9,10,75.0,23204,1,22.21,89,7107,80,12,24,116,1.48
476,TikTok,Image,Thursday,23,3,158.0,12942,1,26.02,0,11636,225,30,59,314,2.47
477,Instagram,Reel/Short,Thursday,23,8,249.0,18891,0,0.0,106,10449,236,50,81,367,3.54
478,Twitter/X,Image,Wednesday,3,9,144.0,16923,1,50.36,0,9305,73,13,8,94,1.32
479,TikTok,Text,Friday,4,0,75.0,45971,1,39.82,0,24377,294,47,103,444,1.82
480,Twitter/X,Reel/Short,Thursday,3,11,50.0,28132,1,102.95,37,19251,271,42,78,391,2.32
481,Twitter/X,Video,Sunday,12,5,51.0,16517,0,0.0,64,3312,38,4,11,53,1.5
482,LinkedIn,Image,Monday,12,2,83.0,70987,1,2.03,0,29227,288,59,77,424,1.41
483,Facebook,Text,Thursday,17,10,153.0,21211,1,47.57,0,5208,34,3,4,41,0.91
484,Twitter/X,Reel/Short,Friday,23,8,134.0,56131,0,0.0,145,18886,177,24,44,245,1.38
485,Twitter/X,Carousel,Thursday,1,4,131.0,26046,0,0.0,0,6458,52,9,5,66,1.22
486,TikTok,Reel/Short,Wednesday,15,12,123.0,1761,0,0.0,175,1947,52,7,15,74,4.17
487,Instagram,Image,Tuesday,0,5,266.0,56123,1,284.56,0,43879,956,99,167,1222,2.89
488,Instagram,Carousel,Tuesday,18,10,248.0,15501,0,0.0,0,4286,125,13,13,151,3.97
489,TikTok,Text,Friday,8,8,107.0,12617,0,0.0,0,5882,68,7,25,100,1.73
490,TikTok,Reel/Short,Sunday,2,8,41.0,18205,0,0.0,27,10515,275,35,95,405,3.95
491,Facebook,Image,Tuesday,6,7,146.0,9140,1,252.64,0,1749,13,3,5,21,1.29
492,Twitter/X,Reel/Short,Tuesday,9,8,41.0,17149,0,0.0,35,9633,86,14,29,129,1.46
493,Instagram,Carousel,Monday,0,3,12.0,6966,0,,0,3376,49,5,12,66,2.02
494,Instagram,Video,Friday,9,5,235.0,54268,1,98.21,15,35996,790,99,203,1092,3.13
495,Facebook,Image,Sunday,20,4,111.0,11790,1,26.77,0,5106,70,6,7,83,2.0
496,Facebook,Reel/Short,Friday,8,4,22.0,8770,0,0.0,51,5858,78,14,23,115,1.74
497,Twitter/X,Image,Tuesday,14,3,87.0,4829,1,169.12,0,1577,15,2,5,22,1.4
498,Instagram,Video,Tuesday,14,1,292.0,17955,1,14.18,134,21621,373,81,110,564,2.55
499,TikTok,Image,Tuesday,2,11,198.0,16412,0,0.0,0,9179,106,14,39,159,1.83
500,TikTok,Reel/Short,Saturday,4,5,219.0,20481,0,0.0,163,30027,1095,191,230,1516,4.77
501,LinkedIn,Carousel,Wednesday,8,8,285.0,4315,0,0.0,0,895,3,0,0,3,0.5
502,Twitter/X,Text,Thursday,21,11,,2295,1,10.51,0,594,4,0,1,5,1.17
503,Facebook,Image,Wednesday,8,0,293.0,26586,0,0.0,0,11254,91,6,17,114,1.11
504,TikTok,Carousel,Friday,22,13,198.0,68398,0,0.0,0,40306,884,142,230,1256,3.2
505,LinkedIn,Carousel,Monday,6,6,162.0,4320,1,151.1,0,1316,14,1,2,17,1.41
506,Instagram,Reel/Short,Thursday,23,5,108.0,76755,0,0.0,137,44420,982,118,222,1322,2.82
507,TikTok,Reel/Short,Monday,22,2,38.0,18256,1,136.01,139,5330,162,29,43,234,4.23
508,TikTok,Image,Sunday,11,0,106.0,13256,1,21.42,0,6136,127,12,29,168,2.79
509,TikTok,Carousel,Saturday,8,12,131.0,8627,0,0.0,0,9512,150,19,37,206,2.59
510,LinkedIn,Image,Friday,5,3,218.0,2913,1,45.06,0,1166,9,1,1,11,1.18
511,Twitter/X,Carousel,Saturday,22,14,183.0,39596,0,0.0,0,11215,83,11,19,113,0.99
512,Facebook,Image,Friday,1,13,84.0,5692,0,0.0,0,1946,17,3,5,25,1.29
513,TikTok,Video,Monday,8,8,145.0,5665,0,0.0,7,1633,38,4,2,44,3.29
514,TikTok,Video,Monday,16,14,35.0,39779,0,0.0,173,21123,574,66,56,696,3.49
515,Instagram,Carousel,Monday,0,1,67.0,1683,1,35.49,0,1563,22,2,2,26,2.3
516,Instagram,Video,Friday,18,2,52.0,2499,0,0.0,81,2605,38,8,14,60,2.4
517,Facebook,Text,Tuesday,5,1,91.0,13095,0,0.0,0,1793,11,2,2,15,0.84
518,TikTok,Video,Monday,4,13,65.0,18446,1,16.23,105,10252,188,36,59,283,2.4
519,TikTok,Image,Saturday,1,1,278.0,22770,0,0.0,0,25786,645,75,139,859,3.25
520,Instagram,Text,Sunday,8,9,288.0,9585,1,51.04,0,2232,22,4,4,30,1.39
521,Twitter/X,Image,Thursday,13,10,84.0,216080,0,0.0,0,70334,464,55,126,645,0.86
522,Facebook,Video,Friday,3,10,184.0,10397,1,21.31,156,6066,50,6,5,61,1.14
523,TikTok,Carousel,Saturday,3,7,276.0,10364,0,0.0,0,9663,163,35,33,231,2.74
524,TikTok,Video,Wednesday,20,2,81.0,5559,0,0.0,38,5579,135,12,25,172,3.24
525,TikTok,Image,Sunday,14,6,225.0,15310,0,0.0,0,18752,432,48,74,554,3.62
526,Facebook,Video,Wednesday,7,7,286.0,26277,0,0.0,37,7444,53,6,10,69,1.1
527,Facebook,Reel/Short,Thursday,3,2,32.0,50208,1,157.74,127,37222,544,103,52,699,2.16
528,Instagram,Carousel,Tuesday,15,1,81.0,2596,0,,0,884,8,1,1,10,1.42
529,Instagram,Carousel,Monday,20,12,168.0,10192,0,0.0,0,9859,156,20,27,203,2.39
530,TikTok,Carousel,Friday,3,12,13.0,21837,0,0.0,0,26038,600,142,198,940,3.64
531,TikTok,Image,Saturday,15,7,179.0,25482,1,371.66,0,18671,303,40,39,382,2.47
532,TikTok,Video,Monday,21,2,80.0,13456,1,23.29,135,18889,428,53,84,565,3.75
533,TikTok,Text,Saturday,11,6,249.0,24261,0,0.0,0,16543,183,29,16,228,1.6
534,Twitter/X,Image,Friday,15,11,126.0,5487,0,0.0,0,898,7,1,1,9,1.11
535,LinkedIn,Image,Wednesday,18,0,189.0,74138,0,0.0,0,34627,311,22,69,402,1.17
536,TikTok,Image,Monday,7,13,36.0,39810,0,0.0,0,45138,570,83,166,819,1.65
537,TikTok,Video,Thursday,5,14,254.0,3042,0,0.0,19,2869,77,6,24,107,3.95
538,Instagram,Reel/Short,Tuesday,9,11,61.0,4094,0,0.0,87,1908,58,8,8,74,4.11
539,Facebook,Image,Thursday,4,5,148.0,4223,0,0.0,0,776,6,0,0,6,1.22
540,Instagram,Carousel,Tuesday,17,11,,28163,1,,0,12283,289,38,38,365,3.85
541,TikTok,Image,Sunday,9,11,,3251,0,0.0,0,1098,18,2,6,26,2.31
542,Twitter/X,Reel/Short,Saturday,9,12,283.0,9282,1,453.82,120,4971,96,18,24,138,2.66
543,Instagram,Image,Monday,6,8,277.0,22030,0,,0,5124,102,16,7,125,2.62
544,LinkedIn,Video,Monday,17,11,170.0,12421,1,96.45,107,2603,22,4,2,28,1.2
545,Twitter/X,Text,Sunday,0,2,162.0,17761,0,0.0,0,3656,10,1,2,13,0.43
546,Facebook,Text,Tuesday,6,13,253.0,4136,0,0.0,0,940,3,0,0,3,0.46
